ID,IDNum,Site,Date,Genus,Species,Phorid,Crithidia,Apicystis,CBPV,DWV_KV_VDV,ABPV_KBV_IAPV,BQCV,SBPV,SBV,B-actin
A242,242,Prusch,6/24/15,Apis,mellifera,0,0,1,0,0,0,1,0,0,1
A243,243,Prusch,6/24/15,Apis,mellifera,0,1,0,1,0,1,1,1,0,1
A244,244,Prusch,6/24/15,Apis,mellifera,0,0,0,0,0,0,1,1,1,1
A245,245,Prusch,6/24/15,Apis,mellifera,0,0,1,1,0,0,1,1,1,1
A246,246,Prusch,6/24/15,Apis,mellifera,0,1,1,1,0,0,0,1,1,1
A247,247,Prusch,6/24/15,Apis,mellifera,0,1,0,1,0,1,0,1,1,1
A248,248,Prusch,6/24/15,Apis,mellifera,0,1,1,0,0,0,0,1,1,1
A249,249,Prusch,6/24/15,Apis,mellifera,0,1,0,0,0,1,0,1,1,1
A458,458,Prusch,07/07/2015,Apis,mellifera,0,1,0,1,0,0,0,0,0,1
A459,459,Prusch,07/07/2015,Apis,mellifera,0,0,0,1,0,0,1,0,0,1
A460,460,Prusch,07/07/2015,Apis,mellifera,0,0,0,1,0,1,1,0,0,1
A461,461,Prusch,07/07/2015,Apis,mellifera,0,1,0,,,,,,,
A462,462,Prusch,07/07/2015,Apis,mellifera,0,1,0,,,,,,,
A463,463,Prusch,07/07/2015,Apis,mellifera,0,0,0,1,0,0,0,1,0,1
A464,464,Prusch,07/07/2015,Apis,mellifera,0,0,0,,,,,,,
A465,465,Prusch,07/07/2015,Apis,mellifera,0,0,0,1,0,0,0,0,0,1
A466,466,Prusch,07/07/2015,Apis,mellifera,0,0,0,1,0,0,0,1,0,1
A467,467,Prusch,07/07/2015,Apis,mellifera,0,0,0,1,0,0,0,0,0,1
A468,468,Prusch,07/07/2015,Apis,mellifera,0,1,0,1,0,1,0,0,1,1
A469,469,Prusch,07/07/2015,Apis,mellifera,0,1,0,,,,,,,
A175,175,Salinas,6/25/15,Apis,mellifera,0,0,0,,,,,,,
A176,176,Salinas,6/25/15,Apis,mellifera,0,0,1,,,,,,,
A177,177,Salinas,6/25/15,Apis,mellifera,0,0,1,,,,,,,
A178,178,Salinas,6/25/15,Apis,mellifera,0,1,0,,,,,,,
A179,179,Salinas,6/25/15,Apis,mellifera,0,0,1,,,,,,,
A180,180,Salinas,6/25/15,Apis,mellifera,0,1,0,,,,,,,
A181,181,Salinas,6/25/15,Apis,mellifera,0,1,0,,,,,,,
A182,182,Salinas,6/25/15,Apis,mellifera,0,1,0,,,,,,,
A183,183,Salinas,6/25/15,Apis,mellifera,0,0,1,,,,,,,
A278,278,Salinas,6/29/15,Apis,mellifera,1,1,1,,,,,,,
A279,279,Salinas,6/29/15,Apis,mellifera,0,1,0,,,,,,,
A280,280,Salinas,6/29/15,Apis,mellifera,0,0,0,,,,,,,
A281,281,Salinas,6/29/15,Apis,mellifera,0,0,1,,,,,,,
A282,282,Salinas,6/29/15,Apis,mellifera,0,1,0,,,,,,,
A283,283,Salinas,6/29/15,Apis,mellifera,0,0,0,,,,,,,
A284,284,Salinas,6/29/15,Apis,mellifera,0,0,0,,,,,,,
A285,285,Salinas,6/29/15,Apis,mellifera,0,1,1,,,,,,,
A286,286,Salinas,6/29/15,Apis,mellifera,0,1,1,,,,,,,
A341,341,Salinas,07/08/2015,Apis,mellifera,0,0,1,0,0,0,0,1,1,1
A342,342,Salinas,07/08/2015,Apis,mellifera,0,0,0,1,0,1,0,1,0,1
A343,343,Salinas,07/08/2015,Apis,mellifera,0,0,1,0,0,1,0,1,0,1
A344,344,Salinas,07/08/2015,Apis,mellifera,0,0,1,1,0,0,0,1,1,1
A345,345,Salinas,07/08/2015,Apis,mellifera,0,0,1,1,0,0,0,1,1,1
A346,346,Salinas,07/08/2015,Apis,mellifera,0,0,0,0,0,1,0,0,0,1
A347,347,Salinas,07/08/2015,Apis,mellifera,0,1,1,0,0,0,0,1,0,1
A348,348,Salinas,07/08/2015,Apis,mellifera,0,0,1,0,0,1,0,1,0,1
A349,349,Salinas,07/08/2015,Apis,mellifera,0,0,1,0,0,0,0,1,1,1
A350,350,Salinas,07/08/2015,Apis,mellifera,0,1,1,1,0,0,0,1,1,1
A38,38,Seaside,6/29/15,Apis,mellifera,0,1,0,1,0,0,0,1,0,1
A39,39,Seaside,6/29/15,Apis,mellifera,0,1,0,0,0,0,0,0,0,1
A40,40,Seaside,6/29/15,Apis,mellifera,0,0,0,,,,,,,
A41,41,Seaside,6/29/15,Apis,mellifera,0,0,0,1,1,0,0,0,0,1
A42,42,Seaside,6/29/15,Apis,mellifera,1,0,0,1,0,0,1,0,1,1
A43,43,Seaside,6/29/15,Apis,mellifera,0,0,0,1,0,1,0,0,0,1
A44,44,Seaside,6/29/15,Apis,mellifera,0,0,0,,,,,,,
A45,45,Seaside,6/29/15,Apis,mellifera,0,0,0,0,0,0,0,0,0,1
A46,46,Seaside,6/29/15,Apis,mellifera,0,0,0,,,,,,,
A164,164,Seaside,6/25/15,Apis,mellifera,0,1,1,,,,,,,
A165,165,Seaside,6/25/15,Apis,mellifera,0,0,1,,,,,,,
A166,166,Seaside,6/25/15,Apis,mellifera,0,1,1,,,,,,,
A167,167,Seaside,6/25/15,Apis,mellifera,0,1,0,,,,,,,
A168,168,Seaside,6/25/15,Apis,mellifera,0,1,0,,,,,,,
A169,169,Seaside,6/25/15,Apis,mellifera,0,1,0,,,,,,,
A170,170,Seaside,6/25/15,Apis,mellifera,0,1,0,,,,,,,
A171,171,Seaside,6/25/15,Apis,mellifera,0,1,0,,,,,,,
A172,172,Seaside,6/25/15,Apis,mellifera,0,0,0,,,,,,,
A173,173,Seaside,6/25/15,Apis,mellifera,0,1,0,,,,,,,
A332,332,Seaside,07/08/2015,Apis,mellifera,1,1,0,0,0,0,0,1,1,1
A333,333,Seaside,07/08/2015,Apis,mellifera,0,1,1,1,0,0,0,1,0,1
A334,334,Seaside,07/08/2015,Apis,mellifera,0,1,1,1,1,0,0,1,1,1
A335,335,Seaside,07/08/2015,Apis,mellifera,0,1,0,0,0,0,0,1,0,1
A336,336,Seaside,07/08/2015,Apis,mellifera,0,0,1,0,0,0,0,0,0,1
A337,337,Seaside,07/08/2015,Apis,mellifera,0,1,1,1,0,0,0,1,1,1
A338,338,Seaside,07/08/2015,Apis,mellifera,0,1,0,,,,,,,
A339,339,Seaside,07/08/2015,Apis,mellifera,0,0,0,1,0,0,0,1,1,1
A340,340,Seaside,07/08/2015,Apis,mellifera,0,1,0,0,0,0,0,0,0,1
A1,1,Watsonville,6/25/15,Apis,mellifera,0,0,0,,,,,,,
A2,2,Watsonville,6/25/15,Apis,mellifera,0,0,0,,,,,,,
A3,3,Watsonville,6/25/15,Apis,mellifera,0,0,0,,,,,,,
A4,4,Watsonville,6/25/15,Apis,mellifera,0,0,0,,,,,,,
A5,5,Watsonville,6/25/15,Apis,mellifera,0,1,0,,,,,,,
A6,6,Watsonville,6/25/15,Apis,mellifera,0,1,0,1,1,0,0,0,0,1
A7,7,Watsonville,6/25/15,Apis,mellifera,0,0,0,1,0,0,0,1,0,1
A8,8,Watsonville,6/25/15,Apis,mellifera,0,0,0,,,,,,,
A9,9,Watsonville,6/25/15,Apis,mellifera,0,0,0,0,0,0,0,0,0,1
A10,10,Watsonville,6/29/15,Apis,mellifera,0,1,0,1,1,1,1,1,1,1
A11,11,Watsonville,6/29/15,Apis,mellifera,0,0,0,,,,,,,
A12,12,Watsonville,6/29/15,Apis,mellifera,0,1,1,,,,,,,
A13,13,Watsonville,6/29/15,Apis,mellifera,0,1,1,1,1,0,0,1,1,1
A14,14,Watsonville,6/29/15,Apis,mellifera,0,1,1,1,1,0,0,0,0,0
A15,15,Watsonville,6/29/15,Apis,mellifera,0,1,1,1,1,1,0,1,1,1
A16,16,Watsonville,6/29/15,Apis,mellifera,0,0,1,,,,,,,
A17,17,Watsonville,6/29/15,Apis,mellifera,0,0,0,1,0,1,0,0,0,0
A18,18,Watsonville,6/29/15,Apis,mellifera,0,1,0,,,,,,,
A19,19,Watsonville,6/29/15,Apis,mellifera,0,0,0,,,,,,,
A351,351,Watsonville,07/08/2015,Apis,mellifera,0,1,0,0,0,0,0,1,0,1
A352,352,Watsonville,07/08/2015,Apis,mellifera,0,1,1,0,0,0,0,1,0,1
A353,353,Watsonville,07/08/2015,Apis,mellifera,0,1,0,0,0,0,0,1,0,1
A354,354,Watsonville,07/08/2015,Apis,mellifera,0,0,0,0,0,0,0,0,0,1
A355,355,Watsonville,07/08/2015,Apis,mellifera,0,0,1,,,,,,,
A356,356,Watsonville,07/08/2015,Apis,mellifera,0,1,0,,,,,,,1
A357,357,Watsonville,07/08/2015,Apis,mellifera,0,0,0,,,,,1,1,
A358,358,Watsonville,07/08/2015,Apis,mellifera,0,0,1,0,0,0,0,0,0,1
A359,359,Watsonville,07/08/2015,Apis,mellifera,0,1,1,0,1,1,0,1,0,1
,,Aptos,,,bombus,0,1,1,1,0,0,0,1,0,1
,,Aptos,,,bombus,0,0,0,1,0,1,0,1,1,1
,,Aptos,,,bombus,0,1,0,1,0,0,0,0,0,1
,,Aptos,,,bombus,0,1,0,1,0,1,0,1,1,1
,,Beach Flats,,,bombus,0,0,0,1,0,0,0,0,1,1
,,Berryessa,,,bombus,1,1,1,1,0,0,0,1,1,1
,,Berryessa,,,bombus,0,1,1,1,0,0,0,0,0,1
,,Berryessa,,,bombus,0,0,1,0,0,0,0,0,0,1
,,Berryessa,,,bombus,0,0,0,1,0,0,0,0,0,1
,,Berryessa,,,bombus,0,0,1,1,0,0,0,1,1,1
,,Berryessa,,,bombus,0,1,0,1,0,0,0,0,1,1
,,Berryessa,,,bombus,1,1,1,0,0,0,0,1,1,1
,,Berryessa,,,bombus,0,1,0,1,0,1,0,1,1,1
,,Chadwick,,,bombus,0,0,1,1,0,0,0,1,1,1
,,Chadwick,,,bombus,1,1,1,1,0,1,0,1,1,1
,,Chadwick,,,bombus,0,0,1,1,0,1,0,1,1,1
,,Chadwick,,,bombus,0,1,1,0,0,0,0,0,0,1
,,Chadwick,,,bombus,1,0,0,0,0,1,0,1,1,1
,,Chadwick,,,bombus,0,0,1,1,0,1,0,0,1,1
,,Chadwick,,,bombus,0,0,0,1,0,1,0,1,1,1
,,Chadwick,,,bombus,1,1,1,1,0,0,0,1,1,1
,,Chadwick,,,bombus,1,0,1,1,0,0,0,1,0,1
,,Chadwick,,,bombus,1,0,0,1,0,1,0,0,1,1
,,Chadwick,,,bombus,1,1,1,1,0,0,0,1,1,1
,,Chadwick,,,bombus,0,0,1,1,0,0,0,0,0,1
,,Chadwick,,,bombus,0,1,1,0,0,0,0,0,0,1
,,Chadwick,,,bombus,1,1,1,1,0,0,0,1,1,1
,,Chadwick,,,bombus,0,0,0,1,0,0,0,0,1,1
,,Chadwick,,,bombus,1,0,1,1,0,0,0,0,0,1
,,Chadwick,,,bombus,0,1,1,1,0,1,0,0,1,1
,,Chadwick,,,bombus,0,0,1,0,0,0,0,0,1,1
,,Chadwick,,,bombus,0,0,1,0,0,0,0,0,1,1
,,Chadwick,,,bombus,1,1,1,1,0,0,0,0,1,1
,,Chadwick,,,bombus,1,0,1,1,0,1,0,1,1,1
,,Chadwick,,,bombus,1,1,1,1,0,1,0,1,1,1
,,Chadwick,,,bombus,0,1,1,0,0,0,0,0,1,1
,,Chadwick,,,bombus,1,0,1,1,0,0,0,0,1,1
,,Chinatown,,,bombus,0,1,0,1,0,0,0,1,1,1
,,Chinatown,,,bombus,1,1,1,,,,,,,
,,Chinatown,,,bombus,1,0,1,1,0,0,0,0,1,1
,,Chinatown,,,bombus,0,0,1,1,0,0,0,1,1,1
,,Chinatown,,,bombus,0,0,1,0,0,0,0,0,1,1
,,Chinatown,,,bombus,0,0,1,,,,,,,
,,Chinatown,,,bombus,0,1,1,1,0,1,1,1,1,1
,,Chinatown,,,bombus,0,0,1,1,0,1,0,1,1,1
,,Chinatown,,,bombus,0,0,1,1,0,1,0,1,1,1
,,Chinatown,,,bombus,0,1,1,1,0,1,0,1,1,1
,,Chinatown,,,bombus,0,1,1,1,0,1,0,1,1,1
,,Chinatown,,,bombus,0,1,1,1,1,1,0,0,1,1
,,Chinatown,,,bombus,0,0,1,1,0,1,1,1,1,1
,,Chinatown,,,bombus,0,1,0,0,0,0,0,0,0,1
,,Chinatown,,,bombus,0,1,1,1,0,1,1,0,1,1
,,Chinatown,,,bombus,0,1,0,1,0,1,1,1,1,1
,,Chinatown,,,bombus,0,1,1,1,0,1,0,1,1,1
,,Chinatown,,,bombus,0,0,1,1,0,1,0,1,1,1
,,Chinatown,,,bombus,0,1,1,1,0,0,0,1,0,1
,,Chinatown,,,bombus,0,1,1,1,0,0,0,1,0,1
,,Chinatown,,,bombus,1,1,1,0,0,0,0,1,1,1
,,Chinatown,,,bombus,0,0,1,1,0,0,1,1,0,1
,,Chinatown,,,bombus,0,0,1,1,0,0,0,0,0,1
,,Chinatown,,,bombus,0,1,1,,,,,,,
,,Chinatown,,,bombus,0,0,1,,,,,,,
,,Chinatown,,,bombus,0,0,1,,,,,,,
,,Chinatown,,,bombus,0,0,1,1,0,0,0,0,1,1
,,Chinatown,,,bombus,0,1,1,0,0,0,0,0,1,1
,,Chinatown,,,bombus,0,0,1,0,0,0,0,0,0,1
,,Chinatown,,,bombus,0,1,1,1,0,0,1,1,0,1
,,Coyote,,,bombus,0,1,1,0,0,0,0,0,1,1
,,Coyote,,,bombus,0,1,0,0,0,0,0,0,0,1
,,Coyote,,,bombus,0,0,0,1,0,0,0,0,1,1
,,Farm,,,bombus,1,0,1,1,0,1,0,1,1,1
,,Farm,,,bombus,1,1,1,1,0,1,0,1,1,1
,,Farm,,,bombus,1,1,0,1,1,1,1,1,1,1
,,Farm,,,bombus,0,1,0,1,0,1,0,1,1,1
,,Farm,,,bombus,0,0,1,1,0,1,0,1,1,1
,,Farm,,,bombus,0,1,0,1,0,0,0,1,1,1
,,Farm,,,bombus,1,0,0,0,0,0,0,1,1,1
,,Farm,,,bombus,0,1,0,1,0,0,0,0,1,1
,,Farm,,,bombus,1,1,0,1,0,0,0,0,1,1
,,Farm,,,bombus,1,1,0,1,0,1,0,0,1,1
,,Farm,,,bombus,0,0,0,1,0,1,0,1,1,1
,,Farm,,,bombus,0,1,1,1,0,1,0,0,1,1
,,Farm,,,bombus,0,0,1,,,,,,,
,,Farm,,,bombus,0,1,0,1,0,0,0,1,1,1
,,Farm,,,bombus,1,1,1,1,0,1,0,1,1,1
,,Farm,,,bombus,1,1,1,0,0,0,0,0,0,1
,,Farm,,,bombus,1,1,0,0,0,0,0,0,1,1
,,Farm,,,bombus,0,1,0,1,0,0,0,0,1,1
,,Farm,,,bombus,1,1,0,1,0,0,0,1,1,1
,,Farm,,,bombus,1,0,0,,,,,,,
,,Farm,,,bombus,1,0,0,,,,,,,
,,Farm,,,bombus,1,0,0,1,0,0,0,0,0,1
,,Farm,,,bombus,1,1,1,1,0,0,0,0,0,1
,,Farm,,,bombus,1,0,0,1,0,0,0,0,1,1
,,Farm,,,bombus,0,0,0,1,0,0,0,0,1,1
,,Farm,,,bombus,0,0,0,1,1,1,1,1,1,1
,,Farm,,,bombus,1,1,1,0,0,0,0,1,1,1
,,Farm,,,bombus,1,0,0,0,0,0,0,1,1,1
,,Farm,,,bombus,1,1,0,1,0,1,0,0,1,1
,,Farm,,,bombus,0,0,1,1,0,1,1,1,1,1
,,Farm,,,bombus,1,0,0,1,0,0,0,1,1,1
,,Forge,,,bombus,0,1,0,1,0,0,0,0,1,1
,,Forge,,,bombus,0,1,1,1,0,0,0,0,1,1
,,Grange,,,bombus,0,1,1,1,0,0,0,0,0,1
,,Grange,,,bombus,1,1,1,1,0,1,0,0,1,1
,,Grange,,,bombus,0,1,1,1,0,0,0,0,1,1
,,Grange,,,bombus,0,0,1,1,0,0,0,0,1,1
,,Grange,,,bombus,0,0,0,0,0,0,0,0,0,1
,,Homeless,,,bombus,0,1,0,1,0,0,0,1,1,1
,,Homeless,,,bombus,1,1,0,1,0,1,0,0,1,1
,,Homeless,,,bombus,0,0,1,0,0,0,0,0,0,1
,,Homeless,,,bombus,1,1,1,1,1,1,0,1,1,1
,,Homeless,,,bombus,0,1,1,1,0,1,0,1,1,1
,,Homeless,,,bombus,1,1,1,1,0,1,0,1,1,1
,,Homeless,,,bombus,1,1,1,1,0,1,0,1,1,1
,,Homeless,,,bombus,0,0,1,1,0,1,0,1,1,1
,,Homeless,,,bombus,0,1,1,1,0,0,0,0,0,1
,,Homeless,,,bombus,1,1,0,1,0,0,0,0,1,1
,,Homeless,,,bombus,1,0,0,0,0,0,0,0,1,1
,,Homeless,,,bombus,1,1,1,0,0,0,0,1,1,1
,,Homeless,,,bombus,1,0,0,1,0,0,0,1,1,1
,,Homeless,,,bombus,1,0,1,1,0,0,0,0,1,1
,,Homeless,,,bombus,1,1,1,1,0,1,0,1,1,1
,,Homeless,,,bombus,1,1,0,1,0,1,0,0,1,1
,,Homeless,,,bombus,0,0,1,,,,,,,
,,Homeless,,,bombus,0,0,1,1,0,0,0,1,1,1
,,Homeless,,,bombus,1,1,0,0,0,0,0,1,1,1
,,Homeless,,,bombus,0,0,1,1,0,1,0,1,1,1
,,Homeless,,,bombus,0,0,1,1,0,1,0,1,1,1
,,Homeless,,,bombus,0,0,1,1,0,1,1,1,1,1
,,Homeless,,,bombus,1,1,1,1,0,1,1,1,1,1
,,Homeless,,,bombus,1,0,1,1,0,1,1,1,1,1
,,Homeless,,,bombus,0,0,1,1,0,0,0,1,1,1
,,Homeless,,,bombus,1,1,1,1,0,0,0,0,1,1
,,Homeless,,,bombus,1,0,1,1,0,0,0,0,1,1
,,Homeless,,,bombus,1,1,1,1,0,0,0,0,1,1
,,Homeless,,,bombus,0,0,0,1,1,0,0,0,1,1
,,Homeless,,,bombus,1,0,0,1,1,0,0,0,1,1
,,Homeless,,,bombus,1,0,1,1,0,0,0,0,1,1
,,Homeless,,,bombus,1,1,1,1,0,1,0,1,1,1
,,Homeless,,,bombus,0,1,1,1,0,1,0,1,1,1
,,Homeless,,,bombus,0,0,0,1,0,1,0,0,1,1
,,Homeless,,,bombus,1,0,1,1,0,0,1,0,1,1
,,Homeless,,,bombus,0,0,1,1,0,0,0,0,1,1
,,Homeless,,,bombus,1,0,1,0,0,0,0,1,1,1
,,Homeless,,,bombus,0,1,1,1,0,1,1,1,1,1
,,La Colina,,,bombus,0,0,1,1,0,0,0,0,1,1
,,La Colina,,,bombus,0,0,1,1,0,0,1,1,0,1
,,La Colina,,,bombus,0,0,1,0,0,0,0,1,1,1
,,La Colina,,,bombus,0,0,1,1,0,0,0,0,1,1
,,La Colina,,,bombus,0,0,0,0,0,0,0,1,1,1
,,La Colina,,,bombus,0,0,0,1,0,0,0,0,1,1
,,La Colina,,,bombus,0,0,1,0,0,0,0,0,1,1
,,La Colina,,,bombus,1,0,1,1,0,0,0,1,1,1
,,La Colina,,,bombus,0,0,1,1,0,0,0,0,0,1
,,La Colina,,,bombus,0,0,0,1,0,0,0,1,0,1
,,La Colina,,,bombus,0,0,0,1,0,0,0,0,0,1
,,La Colina,,,bombus,0,0,1,1,0,0,0,0,0,1
,,La Colina,,,bombus,0,0,1,1,1,0,0,0,0,1
,,La Colina,,,bombus,0,0,0,1,0,0,0,0,1,1
,,La Colina,,,bombus,0,1,1,1,0,1,1,1,1,1
,,La Colina,,,bombus,0,0,0,1,0,1,0,1,1,1
,,La Colina,,,bombus,0,1,1,1,0,1,0,0,1,1
,,La Colina,,,bombus,1,0,0,1,0,1,0,0,1,1
,,La Colina,,,bombus,0,0,1,1,0,0,0,0,1,1
,,La Colina,,,bombus,0,0,0,1,0,0,0,1,0,1
,,Laguna,,,bombus,0,0,0,0,0,0,0,0,0,1
,,Laguna,,,bombus,1,1,0,1,0,0,0,1,0,1
,,Laguna,,,bombus,0,1,0,0,0,0,0,1,1,1
,,Laguna,,,bombus,0,0,0,1,0,0,0,0,1,1
,,Laguna,,,bombus,0,1,0,1,0,0,0,1,1,1
,,Laguna,,,bombus,0,1,1,0,0,0,0,1,1,1
,,Laguna,,,bombus,0,1,0,1,0,0,0,1,1,1
,,Laguna,,,bombus,0,1,0,0,0,0,0,1,1,1
,,Laguna,,,bombus,0,1,1,1,0,1,0,1,1,1
,,Mearth,,,bombus,1,1,0,1,0,1,0,1,1,1
,,Mearth,,,bombus,1,1,1,1,0,0,0,1,0,1
,,Mearth,,,bombus,1,0,0,1,0,1,0,1,1,1
,,Mearth,,,bombus,1,1,0,1,0,1,1,0,1,1
,,Mearth,,,bombus,0,0,0,1,0,1,0,1,1,1
,,Mearth,,,bombus,0,0,0,1,0,0,0,0,0,1
,,Mearth,,,bombus,0,0,0,1,0,0,0,0,0,1
,,Mearth,,,bombus,0,1,1,1,0,1,0,1,1,1
,,Mearth,,,bombus,0,1,0,1,0,0,0,1,0,1
,,Mearth,,,bombus,0,1,1,1,0,1,0,1,0,1
,,Mearth,,,bombus,1,1,0,1,0,1,0,0,1,1
,,Mearth,,,bombus,1,0,0,1,0,1,0,1,1,1
,,Mearth,,,bombus,1,1,0,1,0,1,1,1,1,1
,,Mearth,,,bombus,1,1,0,1,0,1,0,1,1,1
,,Mearth,,,bombus,1,1,0,1,0,0,0,1,0,1
,,Mearth,,,bombus,1,1,0,1,0,0,0,1,0,1
,,Mearth,,,bombus,0,1,0,0,0,0,0,1,0,1
,,Mearth,,,bombus,1,1,0,1,,,,,,
,,Mearth,,,bombus,1,1,0,1,0,0,0,1,0,1
,,Mearth,,,bombus,1,1,1,1,0,0,0,1,0,1
,,Mearth,,,bombus,0,0,0,1,1,0,0,1,0,1
,,Mearth,,,bombus,1,1,0,1,0,0,0,1,1,1
,,Mearth,,,bombus,1,1,0,1,0,0,0,0,1,1
,,Mearth,,,bombus,0,1,0,1,0,0,0,1,0,1
,,Mearth,,,bombus,1,1,0,1,0,0,0,1,0,1
,,Prusch,,,bombus,0,1,0,0,1,0,0,0,0,1
,,Prusch,,,bombus,0,0,1,1,0,0,0,0,1,1
,,Salinas,,,bombus,0,1,1,1,0,1,0,1,1,1
,,Salinas,,,bombus,1,1,0,1,0,0,0,1,1,1
,,Salinas,,,bombus,0,0,0,1,0,0,0,1,1,1
,,Salinas,,,bombus,0,1,0,1,0,1,0,1,1,1
,,Salinas,,,bombus,0,0,1,1,0,0,0,0,1,1
,,Salinas,,,bombus,0,0,1,0,0,0,0,0,1,1
,,Salinas,,,bombus,0,0,1,0,0,0,1,0,1,1
,,Seaside,,,bombus,1,1,0,0,0,0,0,0,0,1
,,Seaside,,,bombus,0,0,0,1,0,1,0,0,1,1
,,Seaside,,,bombus,1,0,0,1,0,1,0,0,1,1
,,Seaside,,,bombus,0,0,0,1,0,0,0,0,1,1
,,Seaside,,,bombus,0,0,1,1,0,1,0,0,1,1
,,Seaside,,,bombus,1,1,1,0,0,0,0,0,1,1
,,Seaside,,,bombus,1,0,1,0,0,0,0,0,0,1
,,Watsonville,,,bombus,0,0,0,1,0,1,0,1,1,1
,,Watsonville,,,bombus,0,0,0,1,0,0,0,1,1,1
,,Watsonville,,,bombus,0,0,1,1,0,0,0,0,1,1
,,Watsonville,,,bombus,0,0,1,1,0,1,1,0,1,1
,,Watsonville,,,bombus,0,1,1,1,0,1,1,0,1,1
,,Watsonville,,,bombus,0,0,0,1,0,0,0,1,1,1
,,Watsonville,,,bombus,0,1,0,1,0,1,0,0,1,1
,,Watsonville,,,bombus,0,1,1,1,0,0,0,1,1,1
,,Watsonville,,,bombus,0,0,0,1,0,1,0,0,1,1
,,Watsonville,,,bombus,0,1,1,0,0,0,0,1,0,1
,,Watsonville,,,bombus,0,1,1,1,0,0,0,1,1,1
,,Watsonville,,,bombus,0,0,0,1,0,1,0,1,1,1
,,Watsonville,,,bombus,0,0,1,1,0,0,0,0,1,1
,,Watsonville,,,bombus,0,0,0,0,0,0,0,0,0,1
,,Watsonville,,,bombus,0,1,0,1,0,1,0,0,1,1
,,Watsonville,,,bombus,0,0,0,1,0,1,0,0,1,1
,,Watsonville,,,bombus,0,0,0,,,,,,,
,,Watsonville,,,bombus,0,1,0,0,0,0,0,0,1,1
,,Watsonville,,,bombus,0,0,0,1,0,0,0,0,0,1
,,Watsonville,,,bombus,0,1,0,1,0,1,0,0,1,1
,,Watsonville,,,bombus,0,1,0,1,0,0,0,0,0,1
,,Watsonville,,,bombus,1,0,1,1,0,1,0,0,1,1
,,Watsonville,,,bombus,0,1,0,1,0,0,0,1,1,1
,,Watsonville,,,bombus,0,1,0,1,0,0,0,0,1,1
,,Watsonville,,,bombus,0,0,1,1,0,0,0,1,1,1
,,Watsonville,,,bombus,0,0,1,1,0,0,0,0,0,1
,,Watsonville,,,bombus,0,0,0,1,0,0,0,1,1,1
,,Watsonville,,,bombus,0,0,0,1,0,0,0,0,0,1
,,Watsonville,,,bombus,0,1,0,,,,,,,
,,Watsonville,,,bombus,0,0,1,,,,,,,
,,Watsonville,,,bombus,0,0,0,1,0,1,0,0,1,1
,,Watsonville,,,bombus,0,0,0,0,0,1,0,0,1,1
,,Watsonville,,,bombus,0,0,0,0,0,0,0,1,1,1
,,Watsonville,,,bombus,0,1,0,1,0,1,0,1,1,1
,,Watsonville,,,bombus,0,1,0,0,0,0,0,0,0,1
,,Watsonville,,,bombus,0,0,0,0,0,0,0,1,1,1
,,Watsonville,,,bombus,0,0,0,1,0,1,0,1,1,1
,,Watsonville,,,bombus,0,0,0,0,0,0,0,1,0,1
